Timestamp,Ball_Position
2024-02-18 16:17:26.341399,"(140, 576)"
2024-02-18 16:17:26.571418,"(144, 539)"
2024-02-18 16:17:26.805320,"(147, 508)"
2024-02-18 16:17:27.039978,"(149, 482)"
2024-02-18 16:17:27.275139,"(152, 466)"
2024-02-18 16:17:27.513374,"(153, 466)"
2024-02-18 16:17:27.751047,"(153, 480)"
2024-02-18 16:17:27.988178,"(151, 511)"
2024-02-18 16:17:28.227580,"(148, 554)"
2024-02-18 16:17:28.474166,"(145, 599)"
2024-02-18 16:17:28.707115,"(142, 656)"
2024-02-18 16:17:28.943383,"(139, 701)"
2024-02-18 16:17:29.177871,"(139, 644)"
2024-02-18 16:17:29.413026,"(140, 596)"
2024-02-18 16:17:29.647611,"(140, 560)"
2024-02-18 16:17:29.881566,"(140, 525)"
2024-02-18 16:17:30.118028,"(140, 497)"
2024-02-18 16:17:30.359481,"(140, 475)"
2024-02-18 16:17:30.593001,"(140, 461)"
2024-02-18 16:17:30.822133,"(139, 461)"
2024-02-18 16:17:31.061677,"(138, 474)"
2024-02-18 16:17:31.293585,"(138, 497)"
2024-02-18 16:17:31.529422,"(139, 532)"
2024-02-18 16:17:31.763461,"(139, 573)"
2024-02-18 16:17:31.999052,"(140, 613)"
2024-02-18 16:17:32.230810,"(141, 670)"
2024-02-18 16:17:32.455871,"(140, 695)"
2024-02-18 16:17:32.696177,"(143, 647)"
2024-02-18 16:17:32.926956,"(144, 602)"
2024-02-18 16:17:33.161076,"(146, 570)"
2024-02-18 16:17:33.397610,"(147, 539)"
2024-02-18 16:17:33.627856,"(149, 513)"
2024-02-18 16:17:33.862746,"(150, 494)"
2024-02-18 16:17:34.096595,"(152, 485)"
2024-02-18 16:17:34.330942,"(151, 496)"
2024-02-18 16:17:34.804025,"(146, 560)"
2024-02-18 16:17:35.045221,"(143, 600)"
2024-02-18 16:17:35.282752,"(140, 645)"
2024-02-18 16:17:35.510639,"(136, 707)"
2024-02-18 16:17:35.739971,"(137, 659)"
2024-02-18 16:17:35.975159,"(136, 614)"
2024-02-18 16:17:36.211615,"(135, 582)"
2024-02-18 16:17:36.448613,"(135, 549)"
2024-02-18 16:17:36.678958,"(133, 522)"
2024-02-18 16:17:37.357535,"(128, 486)"
2024-02-18 16:17:38.533067,"(119, 645)"
2024-02-18 16:17:38.998890,"(122, 637)"
2024-02-18 16:17:39.232451,"(125, 599)"
2024-02-18 16:17:39.467033,"(128, 568)"
2024-02-18 16:17:39.706975,"(132, 538)"
2024-02-18 16:17:39.941516,"(134, 514)"
2024-02-18 16:17:40.173673,"(137, 496)"
2024-02-18 16:17:40.408768,"(140, 495)"
2024-02-18 16:17:40.640638,"(140, 512)"
2024-02-18 16:17:40.873566,"(140, 544)"
2024-02-18 16:17:41.101301,"(140, 584)"
2024-02-18 16:17:41.333838,"(140, 623)"
2024-02-18 16:17:41.568448,"(138, 677)"
2024-02-18 16:17:41.801224,"(139, 673)"
2024-02-18 16:17:42.038280,"(140, 628)"
2024-02-18 16:17:42.270786,"(141, 591)"
2024-02-18 16:17:42.504364,"(142, 558)"
2024-02-18 16:17:42.739527,"(143, 531)"
2024-02-18 16:17:42.973715,"(144, 508)"
2024-02-18 16:17:43.206836,"(145, 491)"
2024-02-18 16:17:43.441718,"(145, 480)"
2024-02-18 16:17:43.676335,"(146, 480)"
2024-02-18 16:17:43.911225,"(147, 500)"
2024-02-18 16:17:44.139871,"(149, 533)"
2024-02-18 16:17:44.584622,"(153, 624)"
2024-02-18 16:17:44.806772,"(155, 678)"
2024-02-18 16:17:45.027355,"(156, 682)"
2024-02-18 16:17:45.247770,"(156, 633)"
2024-02-18 16:17:45.469019,"(157, 593)"
2024-02-18 16:17:45.692721,"(157, 556)"
2024-02-18 16:17:45.917224,"(157, 524)"
2024-02-18 16:17:46.136180,"(157, 498)"
2024-02-18 16:17:46.354851,"(156, 478)"
2024-02-18 16:17:46.577148,"(156, 466)"
2024-02-18 16:17:46.800149,"(156, 471)"
2024-02-18 16:17:47.025852,"(158, 502)"
2024-02-18 16:17:47.256986,"(160, 548)"
2024-02-18 16:17:47.480471,"(163, 594)"
2024-02-18 16:17:47.916453,"(168, 718)"
2024-02-18 16:17:48.135855,"(170, 650)"
2024-02-18 16:17:48.355024,"(172, 600)"
2024-02-18 16:17:48.589306,"(175, 563)"
2024-02-18 16:17:48.833623,"(177, 526)"
2024-02-18 16:17:49.070256,"(179, 493)"
2024-02-18 16:17:49.769701,"(186, 438)"
2024-02-18 16:17:50.017040,"(191, 449)"
2024-02-18 16:17:50.729255,"(206, 571)"
2024-02-18 16:17:51.208195,"(216, 686)"
2024-02-18 16:17:51.452005,"(221, 751)"
2024-02-18 16:17:51.695830,"(228, 682)"
2024-02-18 16:17:51.932806,"(235, 629)"
2024-02-18 16:17:52.172000,"(240, 586)"
2024-02-18 16:17:52.424707,"(246, 547)"
2024-02-18 16:17:52.662143,"(251, 514)"
2024-02-18 16:17:52.895456,"(257, 487)"
2024-02-18 16:17:53.128231,"(262, 466)"
2024-02-18 16:17:53.362625,"(268, 453)"
2024-02-18 16:17:53.598290,"(272, 450)"
2024-02-18 16:17:53.831831,"(273, 476)"
2024-02-18 16:17:54.066586,"(273, 524)"
2024-02-18 16:17:54.301071,"(273, 574)"
2024-02-18 16:17:54.536990,"(273, 622)"
2024-02-18 16:17:54.776556,"(273, 687)"
2024-02-18 16:17:55.010807,"(273, 728)"
2024-02-18 16:17:55.478109,"(273, 612)"
2024-02-18 16:17:55.714104,"(273, 568)"
2024-02-18 16:17:55.952939,"(272, 529)"
2024-02-18 16:17:56.188837,"(271, 497)"
2024-02-18 16:17:56.423724,"(271, 471)"
2024-02-18 16:17:56.657645,"(271, 453)"
2024-02-18 16:17:56.891210,"(269, 444)"
2024-02-18 16:17:57.129653,"(264, 458)"
2024-02-18 16:17:57.363886,"(260, 488)"
2024-02-18 16:17:57.597144,"(254, 531)"
2024-02-18 16:17:57.830129,"(248, 582)"
2024-02-18 16:17:58.065917,"(243, 635)"
2024-02-18 16:17:58.296513,"(234, 703)"
2024-02-18 16:17:58.518269,"(234, 660)"
2024-02-18 16:17:58.751753,"(234, 607)"
2024-02-18 16:17:58.989751,"(235, 566)"
2024-02-18 16:17:59.227494,"(234, 525)"
2024-02-18 16:17:59.458188,"(234, 491)"
2024-02-18 16:17:59.924848,"(232, 445)"
2024-02-18 16:18:00.158913,"(227, 447)"
2024-02-18 16:18:00.392003,"(217, 467)"
2024-02-18 16:18:00.616065,"(207, 507)"
2024-02-18 16:18:00.839434,"(195, 558)"
2024-02-18 16:18:01.745158,"(163, 644)"
2024-02-18 16:18:01.977730,"(164, 591)"
2024-02-18 16:18:02.208989,"(164, 545)"
2024-02-18 16:18:02.446094,"(164, 504)"
2024-02-18 16:18:02.682512,"(164, 469)"
2024-02-18 16:18:02.918210,"(164, 440)"
2024-02-18 16:18:03.157493,"(164, 418)"
2024-02-18 16:18:03.394599,"(166, 408)"
2024-02-18 16:18:03.635076,"(170, 414)"
2024-02-18 16:18:03.872993,"(177, 434)"
2024-02-18 16:18:04.112072,"(188, 472)"
2024-02-18 16:18:04.350366,"(199, 520)"
2024-02-18 16:18:04.587166,"(209, 567)"
2024-02-18 16:18:05.056835,"(230, 698)"
2024-02-18 16:18:05.766808,"(251, 538)"
2024-02-18 16:18:06.001261,"(258, 496)"
2024-02-18 16:18:06.239562,"(264, 461)"
2024-02-18 16:18:07.667150,"(235, 512)"
2024-02-18 16:18:07.903462,"(225, 553)"
2024-02-18 16:18:08.378330,"(204, 662)"
2024-02-18 16:18:08.618975,"(203, 619)"
2024-02-18 16:18:08.857468,"(204, 574)"
2024-02-18 16:18:09.098244,"(205, 535)"
2024-02-18 16:18:09.339571,"(205, 499)"
2024-02-18 16:18:09.580314,"(205, 469)"
2024-02-18 16:18:10.289693,"(208, 413)"
2024-02-18 16:18:10.529651,"(212, 415)"
2024-02-18 16:18:11.009256,"(226, 452)"
2024-02-18 16:18:11.252186,"(232, 490)"
2024-02-18 16:18:11.490353,"(240, 534)"
2024-02-18 16:18:11.728337,"(245, 585)"
2024-02-18 16:18:11.966763,"(249, 634)"
2024-02-18 16:18:12.206117,"(250, 579)"
2024-02-18 16:18:12.443669,"(248, 539)"
2024-02-18 16:18:12.679093,"(248, 502)"
2024-02-18 16:18:12.914175,"(246, 468)"
2024-02-18 16:18:13.860281,"(235, 406)"
2024-02-18 16:18:14.095594,"(232, 409)"
2024-02-18 16:18:14.331568,"(230, 417)"
2024-02-18 16:18:14.566805,"(226, 436)"
2024-02-18 16:18:14.804351,"(222, 463)"
2024-02-18 16:18:15.040189,"(218, 497)"
2024-02-18 16:18:15.275485,"(213, 530)"
2024-02-18 16:18:15.749079,"(205, 626)"
2024-02-18 16:18:15.985886,"(202, 624)"
2024-02-18 16:18:16.215902,"(199, 580)"
2024-02-18 16:18:16.442499,"(196, 542)"
2024-02-18 16:18:16.675488,"(193, 514)"
2024-02-18 16:18:16.910444,"(190, 487)"
2024-02-18 16:18:17.145562,"(186, 464)"
2024-02-18 16:18:17.381184,"(183, 448)"
2024-02-18 16:18:17.606708,"(179, 442)"
2024-02-18 16:18:17.833056,"(174, 462)"
2024-02-18 16:18:18.055070,"(165, 506)"
2024-02-18 16:18:18.729246,"(139, 650)"
2024-02-18 16:18:18.951872,"(135, 596)"
2024-02-18 16:18:19.175636,"(130, 548)"
